Bust/Chest,Height,Weight,Waist,Hips,Body Shape Index
29.53219985961914,61.953216552734375,36.38157653808594,26.856252670288086,31.567195892333984,3.0
30.1597900390625,62.21445846557617,37.99685287475586,27.49478530883789,31.95049476623535,3.0
30.038846969604492,62.18694305419922,36.45566940307617,27.489450454711914,32.163429260253906,3.0
30.18804359436035,62.65133285522461,42.06794357299805,27.518980026245117,32.72867965698242,3.0
28.303359985351562,61.44041061401367,33.76560974121094,25.634952545166016,30.44956398010254,3.0
29.781538009643555,62.67599105834961,39.121952056884766,27.14076042175293,31.523616790771484,3.0
29.779619216918945,61.83567428588867,36.19462203979492,27.2187557220459,31.945920944213867,3.0
29.51045799255371,61.71214294433594,35.67366027832031,26.93634033203125,31.651439666748047,3.0
29.917282104492188,62.10433578491211,36.69099044799805,27.37262725830078,31.902441024780273,3.0
27.55609893798828,61.037803649902344,31.559362411499023,25.145641326904297,30.05009651184082,3.0
30.023479461669922,62.37076950073242,37.96854782104492,27.39521026611328,31.919572830200195,3.0
29.62398910522461,62.034027099609375,36.69801330566406,27.111499786376953,31.747560501098633,3.0
27.414737701416016,60.788612365722656,28.833887100219727,24.909299850463867,29.482282638549805,3.0
29.537654876708984,62.04348373413086,36.31338882446289,26.897302627563477,31.29580307006836,3.0
28.15324592590332,61.924781799316406,35.5858268737793,25.49199867248535,30.35703468322754,3.0
29.59842872619629,61.84794998168945,36.225502014160156,27.04476547241211,31.732213973999023,3.0
28.611963272094727,61.56684875488281,34.74246597290039,25.925445556640625,30.826818466186523,3.0
30.193552017211914,62.27125930786133,38.22808837890625,27.539188385009766,32.04753875732422,3.0
29.12708282470703,61.54570388793945,34.570560455322266,26.633848190307617,31.22858428955078,3.0
30.762239456176758,62.531829833984375,41.01582717895508,28.019784927368164,33.390380859375,3.0
29.868087768554688,62.54111862182617,38.93517303466797,27.038352966308594,31.417646408081055,3.0
29.576520919799805,61.31371307373047,33.432743072509766,27.2203311920166,31.762649536132812,3.0
29.289331436157227,61.879825592041016,34.84438705444336,26.560625076293945,30.82065773010254,3.0
28.899192810058594,61.637149810791016,35.2454833984375,26.319238662719727,31.148408889770508,3.0
29.471874237060547,61.47134780883789,36.134735107421875,27.042531967163086,32.22803497314453,3.0
30.493885040283203,62.03451919555664,39.18625259399414,27.802921295166016,32.65714645385742,3.0
30.163448333740234,62.10200881958008,38.40793228149414,27.57965850830078,32.18372344970703,3.0
29.42310905456543,62.225833892822266,37.1162223815918,26.910728454589844,31.794208526611328,3.0
29.114336013793945,61.254268646240234,33.83079528808594,26.788345336914062,31.29119110107422,3.0
29.090547561645508,61.40125274658203,34.23853302001953,26.538000106811523,31.465335845947266,3.0
29.945520401000977,61.929908752441406,36.83145523071289,27.29789161682129,31.84508514404297,3.0
30.05678367614746,62.82304382324219,40.43061065673828,27.34430503845215,32.33094024658203,3.0
29.24297332763672,61.25535583496094,35.22181701660156,26.71525764465332,31.60488510131836,3.0
29.981687545776367,62.05883026123047,38.13043212890625,27.26314926147461,32.11543273925781,3.0
28.684690475463867,61.395851135253906,34.80378723144531,26.020950317382812,30.97100067138672,3.0
31.564552307128906,62.88821029663086,42.49993896484375,28.620925903320312,33.42304992675781,3.0
29.015207290649414,61.536216735839844,33.85312271118164,26.435209274291992,31.316072463989258,3.0
29.45374870300293,61.650634765625,33.89525604248047,26.90813446044922,31.514371871948242,3.0
28.838050842285156,61.513545989990234,35.33176040649414,26.162656784057617,31.468273162841797,3.0
29.407777786254883,62.22743225097656,37.10374069213867,26.804882049560547,31.228790283203125,3.0
28.87516212463379,61.4334831237793,34.08967971801758,26.186731338500977,30.841875076293945,3.0
27.55914878845215,60.95015335083008,31.19169044494629,25.141971588134766,30.225614547729492,3.0
28.248504638671875,61.10652542114258,33.80598831176758,25.46040916442871,30.526119232177734,3.0
30.3770751953125,61.99163818359375,38.69502639770508,27.884620666503906,32.84288024902344,3.0
31.215267181396484,63.27625274658203,44.7629280090332,28.32720184326172,33.418907165527344,3.0
29.65960693359375,62.007015228271484,37.91203308105469,27.13405990600586,32.0519905090332,3.0
30.856393814086914,62.18864822387695,40.74152374267578,28.19424819946289,33.026222229003906,3.0
29.70707130432129,61.80790328979492,36.40953063964844,27.070419311523438,31.592363357543945,3.0
28.44532012939453,60.88125228881836,30.329858779907227,26.21126937866211,30.56488037109375,3.0
29.34844398498535,62.02510452270508,37.887245178222656,26.676305770874023,31.92537498474121,3.0
30.202281951904297,62.32583999633789,39.39423751831055,27.474830627441406,32.151424407958984,3.0
31.102991104125977,62.4805793762207,41.54536056518555,28.26388168334961,33.03481674194336,3.0
30.128921508789062,62.296932220458984,39.4362678527832,27.63197135925293,32.40269088745117,3.0
27.917911529541016,61.60150909423828,34.09355163574219,25.503414154052734,30.30132293701172,3.0
28.6341495513916,61.239463806152344,33.47494125366211,26.24186897277832,31.33671760559082,3.0
30.025558471679688,61.96034622192383,37.06379318237305,27.33934783935547,31.982357025146484,3.0
30.291975021362305,62.35979080200195,39.60590744018555,27.652191162109375,32.38734817504883,3.0
30.148048400878906,62.279666900634766,41.72622299194336,27.28797149658203,32.941558837890625,3.0
30.899677276611328,62.32611846923828,39.59772491455078,28.322330474853516,33.13640594482422,3.0
30.199777603149414,61.670448303222656,36.37729263305664,27.613632202148438,32.130523681640625,3.0
31.58495330810547,62.65432357788086,41.4966926574707,28.68985366821289,33.251953125,3.0
30.21125030517578,62.1043815612793,37.17250442504883,27.663532257080078,32.68607711791992,3.0
29.320106506347656,61.77945327758789,36.62724685668945,26.59933090209961,31.624849319458008,3.0
29.57387351989746,61.446510314941406,34.186485290527344,27.234573364257812,31.912975311279297,3.0
28.302656173706055,61.17808151245117,32.10158157348633,25.614011764526367,30.91049575805664,3.0
29.318349838256836,62.2446174621582,36.524593353271484,26.712295532226562,31.316062927246094,3.0
30.85108184814453,62.467437744140625,41.1146125793457,28.19637680053711,33.16758346557617,3.0
27.13606834411621,60.9446907043457,30.86857795715332,24.78486442565918,29.910348892211914,3.0
30.079486846923828,62.412967681884766,40.13733673095703,27.234352111816406,32.37425994873047,3.0
28.947906494140625,61.83420181274414,35.7098503112793,26.247289657592773,31.159343719482422,3.0
29.755355834960938,61.98733901977539,37.53999328613281,27.13243293762207,31.755821228027344,3.0
29.322900772094727,61.926597595214844,36.123085021972656,26.675954818725586,31.456939697265625,3.0
29.367204666137695,62.1556396484375,37.0665283203125,26.653366088867188,31.13368034362793,3.0
28.328325271606445,61.503074645996094,32.959075927734375,25.985435485839844,30.924562454223633,3.0
29.21451759338379,61.84334182739258,35.62013626098633,26.617408752441406,31.06269645690918,3.0
31.210195541381836,62.613304138183594,41.608726501464844,28.44721794128418,32.91191482543945,3.0
28.43848419189453,61.34920883178711,33.801177978515625,25.89605140686035,30.773822784423828,3.0
29.899980545043945,62.474674224853516,39.15437698364258,27.38041114807129,31.767059326171875,3.0
28.98802947998047,61.854225158691406,35.39126968383789,26.519187927246094,31.36574935913086,3.0
29.587703704833984,62.05433654785156,38.75788116455078,26.92954444885254,31.783292770385742,3.0
29.316104888916016,61.4238395690918,34.16721725463867,26.866544723510742,31.50562286376953,3.0
30.092430114746094,61.57049560546875,35.92072677612305,27.62407875061035,32.224796295166016,3.0
30.65176010131836,62.442867279052734,40.73558044433594,27.917373657226562,32.89710998535156,3.0
29.342512130737305,61.79765701293945,36.28593826293945,26.795639038085938,31.371217727661133,3.0
28.714542388916016,61.86702346801758,36.03346633911133,26.0438175201416,30.821395874023438,3.0
29.626073837280273,61.77682876586914,37.80470275878906,26.974117279052734,31.83458137512207,3.0
30.414857864379883,62.205467224121094,39.14430618286133,27.716373443603516,32.662498474121094,3.0
31.533658981323242,63.448822021484375,46.56325149536133,28.534177780151367,33.844818115234375,3.0
29.078529357910156,62.072078704833984,37.68506622314453,26.616893768310547,31.737258911132812,3.0
31.655670166015625,63.1036376953125,44.003868103027344,28.89974021911621,33.96986389160156,3.0
27.592769622802734,60.568016052246094,29.44666862487793,25.474868774414062,30.36467170715332,3.0
31.030197143554688,63.174808502197266,43.19760513305664,28.21622657775879,32.9095573425293,3.0
30.572616577148438,62.55931091308594,41.09059524536133,27.966751098632812,33.121124267578125,3.0
28.910964965820312,61.96683883666992,35.74081802368164,26.262882232666016,31.143878936767578,3.0
31.50958824157715,62.88909912109375,42.52021408081055,28.63514518737793,33.10576629638672,3.0
31.04486656188965,62.31663513183594,40.76577377319336,28.46275520324707,33.36138153076172,3.0
28.573945999145508,61.71132278442383,34.5939826965332,26.14213752746582,31.004913330078125,3.0
30.76361656188965,62.747737884521484,43.01221466064453,27.919675827026367,32.938804626464844,3.0
28.517738342285156,61.1340446472168,32.75416946411133,25.75075340270996,30.749927520751953,3.0
30.066776275634766,62.071876525878906,36.992488861083984,27.54380226135254,31.99144744873047,3.0
28.726234436035156,61.18545150756836,32.38863754272461,26.366436004638672,31.45223617553711,3.0
29.51048469543457,62.001461029052734,36.28889846801758,26.707658767700195,31.132143020629883,3.0
30.878910064697266,62.314632415771484,40.77629089355469,28.223901748657227,33.23276901245117,3.0
29.1967716217041,61.19190216064453,33.54441833496094,26.627628326416016,31.353025436401367,3.0
31.06633949279785,62.82685852050781,42.805572509765625,28.381671905517578,33.32776641845703,3.0
29.9182186126709,62.09565353393555,37.07086944580078,27.177200317382812,31.834192276000977,3.0
28.678539276123047,61.640403747558594,36.7327766418457,26.12063980102539,31.351512908935547,3.0
29.652156829833984,62.290889739990234,39.359798431396484,26.842634201049805,32.307586669921875,3.0
30.083036422729492,62.18304443359375,37.72740936279297,27.416696548461914,32.418243408203125,3.0
31.366374969482422,62.8140983581543,42.575042724609375,28.62611961364746,33.1800651550293,3.0
30.504974365234375,62.07719421386719,39.36642074584961,27.73253059387207,32.75092697143555,3.0
29.74416732788086,62.50787353515625,40.286590576171875,27.043500900268555,32.48343276977539,3.0
28.783153533935547,61.529327392578125,33.49293518066406,26.37009048461914,31.155126571655273,3.0
29.951343536376953,61.841453552246094,37.17525863647461,27.336645126342773,32.40571212768555,3.0
29.256784439086914,61.608463287353516,35.91168975830078,26.658592224121094,31.71023941040039,3.0
29.820371627807617,62.32118225097656,38.34305191040039,27.218828201293945,31.620189666748047,3.0
30.1842098236084,62.04301452636719,37.7778434753418,27.60303497314453,32.380672454833984,3.0
30.741897583007812,62.63841247558594,41.65287780761719,27.854063034057617,32.8087272644043,3.0
29.837095260620117,61.7503662109375,37.29374313354492,27.198801040649414,32.16558837890625,3.0
27.585813522338867,60.91490173339844,29.3882999420166,25.309919357299805,29.66320037841797,3.0
29.68549919128418,61.913970947265625,36.40999984741211,27.181671142578125,32.21352005004883,3.0
28.564359664916992,61.274925231933594,32.931095123291016,25.986072540283203,30.682790756225586,3.0
30.952037811279297,62.442195892333984,39.421607971191406,28.437580108642578,33.03322982788086,3.0
27.684850692749023,61.850608825683594,33.89949035644531,24.97189712524414,29.485631942749023,3.0
30.71746253967285,62.16183090209961,39.41886520385742,28.087913513183594,33.00241470336914,3.0
29.302032470703125,61.79131317138672,35.12822723388672,26.54026985168457,31.40598487854004,3.0
28.403440475463867,61.32699203491211,32.08266067504883,25.883100509643555,30.45142364501953,3.0
29.195270538330078,61.69084930419922,34.62073516845703,26.845054626464844,31.534500122070312,3.0
30.030149459838867,62.4027214050293,40.091976165771484,27.4941463470459,32.72228240966797,3.0
30.490306854248047,62.241432189941406,38.067039489746094,27.920316696166992,32.72263717651367,3.0
29.807456970214844,61.9155158996582,36.80487060546875,27.39740562438965,32.036319732666016,3.0
28.765438079833984,61.78377914428711,37.10978317260742,26.162353515625,31.284198760986328,3.0
27.469247817993164,60.98866271972656,30.295534133911133,25.363080978393555,30.26178741455078,3.0
30.006820678710938,62.50309371948242,41.16287612915039,27.25613784790039,32.37095642089844,3.0
29.44423484802246,61.5833740234375,35.35175323486328,26.9866886138916,31.830089569091797,3.0
27.979825973510742,61.23176193237305,30.969709396362305,25.543222427368164,30.30876922607422,3.0
28.503446578979492,60.94952392578125,29.827566146850586,26.200864791870117,30.504772186279297,3.0
29.30342674255371,61.650577545166016,35.450523376464844,26.713584899902344,31.431922912597656,3.0
30.051998138427734,61.533599853515625,35.99614715576172,27.472671508789062,31.798418045043945,3.0
29.613998413085938,61.97181701660156,37.24037170410156,27.123842239379883,31.71670913696289,3.0
28.394161224365234,60.86030960083008,30.7285099029541,25.99048614501953,30.705039978027344,3.0
29.502573013305664,62.03086471557617,36.73533630371094,26.827159881591797,31.483673095703125,3.0
31.34532356262207,63.21969223022461,45.426292419433594,28.43216323852539,33.4273567199707,3.0
29.899805068969727,62.05455780029297,38.3138542175293,27.378767013549805,32.39018249511719,3.0
29.896747589111328,62.116859436035156,39.68812561035156,27.404890060424805,32.66626739501953,3.0
31.39830207824707,62.90087127685547,41.962345123291016,28.68039321899414,33.332462310791016,3.0
28.870807647705078,61.895042419433594,39.10166549682617,26.2224178314209,31.955842971801758,3.0
30.246597290039062,62.09598922729492,38.010414123535156,27.732099533081055,32.603092193603516,3.0
30.65949821472168,62.54180145263672,40.72318649291992,28.17275619506836,33.17142868041992,3.0
29.781343460083008,61.93545150756836,36.44721984863281,27.143632888793945,32.183650970458984,3.0
27.935808181762695,60.942543029785156,31.15718650817871,25.407215118408203,30.50326919555664,3.0
28.92098617553711,61.57466125488281,34.90463638305664,26.41634750366211,31.199356079101562,3.0
27.73769187927246,60.934898376464844,30.81257438659668,25.371675491333008,30.19424057006836,3.0
29.542984008789062,61.46527862548828,35.380428314208984,26.890274047851562,31.828657150268555,3.0
28.51398277282715,61.23005294799805,33.03141403198242,26.030689239501953,31.183801651000977,3.0
29.36739730834961,61.607269287109375,37.145751953125,26.719268798828125,31.616783142089844,3.0
30.135997772216797,62.116371154785156,38.26215362548828,27.445247650146484,32.197261810302734,3.0
29.772096633911133,61.65397644042969,35.82045364379883,27.26592254638672,31.76038360595703,3.0
31.10986328125,62.76523208618164,41.34510803222656,28.400035858154297,33.05936813354492,3.0
30.571054458618164,62.497371673583984,40.367042541503906,27.848493576049805,32.556278228759766,3.0
29.80614471435547,62.25788116455078,41.4002685546875,27.02802276611328,32.447044372558594,3.0
30.542654037475586,62.31471252441406,39.183433532714844,27.863201141357422,32.787349700927734,3.0
30.931001663208008,62.438758850097656,40.50187301635742,28.309085845947266,33.41020584106445,3.0
28.235103607177734,61.161956787109375,32.04952621459961,25.99638557434082,30.635509490966797,3.0
29.344655990600586,62.239044189453125,38.074039459228516,26.71719741821289,31.730609893798828,3.0
28.856231689453125,61.77388381958008,34.48325729370117,26.183019638061523,30.987524032592773,3.0
30.34302520751953,62.415340423583984,38.86473083496094,27.722387313842773,32.52845764160156,3.0
31.28194236755371,62.99714660644531,42.48530197143555,28.37413787841797,32.99802780151367,3.0
30.79596710205078,62.069026947021484,39.51950454711914,28.116304397583008,32.84770202636719,3.0
29.729280471801758,62.146392822265625,36.94356918334961,27.148117065429688,31.75879669189453,3.0
29.168441772460938,62.11031723022461,36.58218765258789,26.599319458007812,31.16019058227539,3.0
30.690881729125977,62.40249252319336,39.847408294677734,28.053678512573242,33.09851837158203,3.0
30.14191246032715,62.16748809814453,37.25390625,27.420555114746094,32.07644271850586,3.0
29.867849349975586,62.16633605957031,36.907962799072266,27.211002349853516,31.556459426879883,3.0
28.7180233001709,61.7682991027832,34.12018585205078,26.21830940246582,31.028526306152344,3.0
28.866737365722656,61.08503723144531,33.37887191772461,26.45868492126465,31.56076431274414,3.0
28.38417625427246,61.71440124511719,36.93423843383789,25.75153350830078,30.8548583984375,3.0
30.008451461791992,62.10643768310547,37.183597564697266,27.425168991088867,32.03370666503906,3.0
30.488279342651367,62.362552642822266,41.22179412841797,27.667278289794922,32.74235916137695,3.0
30.781131744384766,62.6783561706543,42.49794006347656,28.01837730407715,33.26515579223633,3.0
29.267475128173828,61.36085891723633,34.61202621459961,26.657785415649414,31.141361236572266,3.0
30.810827255249023,62.375755310058594,39.30916976928711,28.062747955322266,32.656856536865234,3.0
27.653841018676758,60.88534164428711,31.593042373657227,25.174049377441406,29.923120498657227,3.0
28.676847457885742,61.617759704589844,35.00954818725586,26.03423309326172,30.847118377685547,3.0
29.862173080444336,62.668453216552734,40.54841232299805,26.900814056396484,31.848390579223633,3.0
28.851932525634766,61.387168884277344,32.98503112792969,26.63772964477539,31.531030654907227,3.0
28.387548446655273,61.28099822998047,32.37641143798828,25.972843170166016,30.29436492919922,3.0
28.720666885375977,61.297916412353516,32.96242141723633,26.26143455505371,31.15660858154297,3.0
29.83074378967285,61.69675064086914,36.761497497558594,27.137773513793945,31.7393856048584,3.0
29.4130916595459,61.70000076293945,35.58934020996094,26.921932220458984,31.869110107421875,3.0
28.96843719482422,61.57094192504883,35.161834716796875,26.306781768798828,30.8314266204834,3.0
29.692628860473633,62.14955139160156,36.68579864501953,27.0812931060791,31.579227447509766,3.0
29.927038192749023,62.11407470703125,36.64419937133789,27.493125915527344,32.46955871582031,3.0
28.685400009155273,61.19779968261719,34.82875442504883,26.161684036254883,31.479019165039062,3.0
29.124902725219727,61.819149017333984,35.9586296081543,26.467973709106445,31.577571868896484,3.0
31.55194664001465,62.6135139465332,41.546470642089844,28.825422286987305,33.341522216796875,3.0
29.71832847595215,62.11473846435547,37.10923385620117,27.159940719604492,31.86554718017578,3.0
29.473695755004883,61.5673713684082,36.20136260986328,26.93307113647461,31.979610443115234,3.0
27.96734619140625,61.062034606933594,33.077735900878906,25.38117790222168,30.545103073120117,3.0
28.810487747192383,61.50623321533203,32.89979553222656,26.655061721801758,31.220417022705078,3.0
28.860437393188477,62.187843322753906,38.070194244384766,26.00790786743164,30.897401809692383,3.0
30.660375595092773,62.75588607788086,41.134559631347656,27.760866165161133,32.80865478515625,3.0
30.376310348510742,62.101261138916016,38.58420181274414,27.843612670898438,32.576900482177734,3.0
30.061473846435547,61.82624816894531,36.483280181884766,27.63995933532715,32.20485305786133,3.0
30.356815338134766,62.27106857299805,40.5214958190918,27.61751937866211,32.338077545166016,3.0
30.03293800354004,61.84931564331055,38.169898986816406,27.41596031188965,32.66278839111328,3.0
28.990758895874023,61.77352523803711,35.652565002441406,26.553030014038086,31.728837966918945,3.0
28.444690704345703,61.539676666259766,35.300838470458984,26.00310707092285,31.098873138427734,3.0
30.736469268798828,62.972129821777344,42.50949478149414,27.78682518005371,32.774436950683594,3.0
30.738618850708008,62.76755905151367,41.231040954589844,27.999446868896484,32.927650451660156,3.0
29.65196418762207,61.80337905883789,37.17619323730469,27.00569725036621,32.09868240356445,3.0
28.573360443115234,61.226627349853516,31.909528732299805,26.175695419311523,30.581268310546875,3.0
30.02065086364746,62.05220413208008,38.318138122558594,27.575876235961914,32.29523849487305,3.0
29.023075103759766,61.714595794677734,36.58549880981445,26.569076538085938,31.733125686645508,3.0
30.39757537841797,62.379180908203125,38.19098663330078,28.003427505493164,32.6999626159668,3.0
29.28702163696289,61.578895568847656,34.1721305847168,26.740861892700195,31.318706512451172,3.0
30.54652976989746,62.5418815612793,41.27614212036133,27.720077514648438,32.503662109375,3.0
30.186403274536133,62.3221435546875,40.18421936035156,27.30036735534668,32.37483215332031,3.0
31.43449592590332,62.79694366455078,41.268741607666016,28.847375869750977,33.663841247558594,3.0
28.31207847595215,61.03298568725586,33.4588737487793,25.930757522583008,31.465333938598633,3.0
29.59288787841797,61.86963653564453,36.67092514038086,26.882034301757812,31.821998596191406,3.0
30.309215545654297,62.370059967041016,39.12759780883789,27.525238037109375,32.01314163208008,3.0
30.4520320892334,62.377349853515625,40.889312744140625,27.773176193237305,32.91875076293945,3.0
30.18938636779785,62.62870788574219,41.637176513671875,27.270427703857422,32.34954833984375,3.0
28.24191665649414,60.978275299072266,30.564111709594727,25.80852699279785,30.35032081604004,3.0
30.947290420532227,62.662628173828125,41.14077377319336,28.272890090942383,33.072505950927734,3.0
31.962249755859375,62.989906311035156,42.384361267089844,29.235172271728516,33.92458724975586,3.0
29.924814224243164,62.212711334228516,38.25040817260742,27.24504280090332,32.04063415527344,3.0
30.079051971435547,62.08265686035156,38.952423095703125,27.486366271972656,32.5732536315918,3.0
27.33025360107422,61.06258773803711,31.421228408813477,25.004947662353516,29.899452209472656,3.0
30.641447067260742,62.20513916015625,39.017906188964844,28.012371063232422,32.58274841308594,3.0
29.58279037475586,62.424659729003906,39.38846969604492,26.7557373046875,31.67474937438965,3.0
28.54512596130371,61.76300811767578,38.75764846801758,25.991735458374023,31.912944793701172,3.0
29.85109519958496,62.09790802001953,37.24608612060547,27.33794593811035,32.141021728515625,3.0
29.098312377929688,61.80467224121094,37.47334671020508,26.39478302001953,31.50115966796875,3.0
29.668720245361328,62.52726364135742,38.65593338012695,26.956851959228516,31.801612854003906,3.0
28.204082489013672,61.10469055175781,31.575387954711914,25.93890380859375,30.587602615356445,3.0
27.987455368041992,61.353519439697266,36.81901168823242,25.462949752807617,31.343130111694336,3.0
29.646265029907227,62.0169792175293,35.593502044677734,27.01327896118164,31.7084903717041,3.0
30.563949584960938,62.326873779296875,40.5820426940918,27.912643432617188,32.90456771850586,3.0
28.990251541137695,61.308563232421875,33.61931228637695,26.582006454467773,31.094139099121094,3.0
27.788867950439453,61.14179229736328,33.29674530029297,25.129411697387695,29.743654251098633,3.0
28.275083541870117,61.26149368286133,33.08441162109375,25.76807403564453,30.434463500976562,3.0
28.316434860229492,61.43419647216797,33.49934005737305,25.853029251098633,30.6629638671875,3.0
29.92267608642578,62.19939422607422,38.60950469970703,27.195680618286133,31.82007598876953,3.0
29.776517868041992,62.20418930053711,38.19306182861328,27.236223220825195,32.25198745727539,3.0
29.189247131347656,61.97632598876953,37.31061553955078,26.650484085083008,31.97222900390625,3.0
29.935344696044922,62.2984504699707,38.36830139160156,27.294614791870117,32.26043701171875,3.0
30.41703987121582,62.32063293457031,39.80789566040039,27.580524444580078,32.51004409790039,3.0
27.98965835571289,61.37492752075195,36.17961120605469,25.40423011779785,31.20832633972168,3.0
28.669511795043945,61.609432220458984,37.29918670654297,26.1103515625,31.525798797607422,3.0
29.027055740356445,62.26329803466797,37.268795013427734,26.443885803222656,31.320730209350586,3.0
30.749753952026367,62.77776336669922,41.1435661315918,28.02145767211914,32.772361755371094,3.0
30.059249877929688,61.8331184387207,36.748748779296875,27.421977996826172,31.872920989990234,3.0
30.45900535583496,62.15348434448242,38.39121627807617,27.919157028198242,32.54964065551758,3.0
30.32868766784668,62.23788833618164,39.88179016113281,27.61028289794922,32.681983947753906,3.0
29.79941177368164,61.6849250793457,36.525821685791016,27.375938415527344,32.12522888183594,3.0
28.47323989868164,61.614173889160156,34.86663818359375,25.885345458984375,31.179569244384766,3.0
29.108015060424805,61.70918655395508,35.74662399291992,26.502317428588867,31.40499496459961,3.0
29.636850357055664,61.5153923034668,36.06634521484375,27.09963035583496,32.338619232177734,3.0
30.86456298828125,62.24143981933594,41.11870193481445,28.00699234008789,32.79801940917969,3.0
31.14228057861328,62.258758544921875,39.792686462402344,28.56330680847168,33.36666488647461,3.0
29.74083137512207,61.99791717529297,36.84947204589844,27.1066951751709,31.493724822998047,3.0
29.513046264648438,61.866729736328125,36.40496826171875,27.0887393951416,31.797330856323242,3.0
30.4611759185791,62.262081146240234,41.69157028198242,27.6126651763916,32.97255325317383,3.0
28.687891006469727,61.550228118896484,33.30580520629883,26.354467391967773,31.0704288482666,3.0
30.166255950927734,61.8176383972168,37.025123596191406,27.649900436401367,32.37795639038086,3.0
29.708688735961914,62.07091522216797,36.61349868774414,27.172290802001953,31.766361236572266,3.0
29.556560516357422,62.295326232910156,38.64678955078125,26.76549530029297,32.05141067504883,3.0
31.1069393157959,62.558006286621094,41.50986862182617,28.320558547973633,33.504913330078125,3.0
30.0765323638916,62.17165756225586,37.2934684753418,27.3540096282959,32.08026123046875,3.0
31.497236251831055,62.992584228515625,41.92512893676758,28.730449676513672,33.569366455078125,3.0
30.683523178100586,62.225643157958984,39.66336441040039,28.087934494018555,32.9832763671875,3.0
29.564390182495117,61.90463638305664,37.50996780395508,26.988784790039062,31.709341049194336,3.0
29.175142288208008,61.71023178100586,35.653751373291016,26.597671508789062,31.299604415893555,3.0
29.462055206298828,62.26150131225586,38.18275451660156,26.916126251220703,31.8146915435791,3.0
29.751039505004883,62.702632904052734,40.71059036254883,26.806915283203125,31.645084381103516,3.0
28.560556411743164,61.463523864746094,33.22709274291992,26.114301681518555,30.821989059448242,3.0
29.11876106262207,61.66240310668945,35.05858612060547,26.408414840698242,31.34784507751465,3.0
28.956972122192383,61.26144027709961,33.01764678955078,26.217329025268555,30.711023330688477,3.0
30.33081817626953,62.3986701965332,40.560821533203125,27.690683364868164,32.24422836303711,3.0
29.098342895507812,61.8086051940918,33.95426940917969,26.651329040527344,31.194644927978516,3.0
29.38529396057129,61.77983856201172,36.375511169433594,26.654796600341797,31.091110229492188,3.0
28.79404640197754,60.998573303222656,32.20242691040039,26.416566848754883,31.357200622558594,3.0
30.586334228515625,62.69964599609375,39.632591247558594,27.74163818359375,32.02769470214844,3.0
29.302120208740234,61.528846740722656,35.02363586425781,26.757925033569336,31.353649139404297,3.0
30.663177490234375,62.141273498535156,39.460147857666016,27.994291305541992,32.81755447387695,3.0
29.79058265686035,62.37385940551758,38.92922592163086,27.108673095703125,32.49207305908203,3.0
29.744728088378906,62.288578033447266,39.586483001708984,26.96245002746582,31.74216079711914,3.0
29.557783126831055,61.925048828125,35.74037551879883,26.985389709472656,31.634044647216797,3.0
29.643959045410156,61.78300857543945,35.24564743041992,27.112024307250977,31.753681182861328,3.0
29.171985626220703,62.184425354003906,37.920841217041016,26.492422103881836,31.297487258911133,3.0
29.972097396850586,62.369632720947266,38.79056930541992,27.283124923706055,31.980058670043945,3.0
30.2833194732666,62.31010055541992,38.52390670776367,27.6966552734375,32.27820587158203,3.0
30.846202850341797,62.42427444458008,42.48018264770508,28.239110946655273,33.36137390136719,3.0
29.80573272705078,62.21205139160156,43.38406753540039,27.097612380981445,33.30025863647461,3.0
32.191734313964844,63.527000427246094,47.08687973022461,29.148265838623047,34.05021667480469,3.0
30.270790100097656,62.035457611083984,39.009803771972656,27.540668487548828,32.556148529052734,3.0
29.638843536376953,61.788047790527344,36.448848724365234,27.090625762939453,31.79669189453125,3.0
29.848024368286133,61.79712677001953,35.74531936645508,27.312498092651367,31.71150779724121,3.0
30.161148071289062,61.975582122802734,38.52751159667969,27.457530975341797,32.44621276855469,3.0
29.879348754882812,62.22709274291992,37.66102981567383,27.282642364501953,32.14391326904297,3.0
29.925556182861328,62.41496276855469,39.86087417602539,27.15218734741211,32.30729675292969,3.0
30.410703659057617,62.25141906738281,39.08013916015625,27.588754653930664,32.06117630004883,3.0
29.63336181640625,61.800235748291016,37.673439025878906,27.049230575561523,32.36994552612305,3.0
31.351049423217773,62.74330139160156,41.55819320678711,28.675260543823242,33.089988708496094,3.0
31.325199127197266,62.76521682739258,42.32379150390625,28.513103485107422,33.287681579589844,3.0
30.040742874145508,62.018531799316406,37.52339553833008,27.33428192138672,31.946802139282227,3.0
31.284717559814453,62.69839096069336,41.97071838378906,28.369272232055664,32.934757232666016,3.0
28.986968994140625,61.56475067138672,35.64067077636719,26.571807861328125,31.40872573852539,3.0
29.83517074584961,62.12948989868164,41.049591064453125,27.127452850341797,32.4952392578125,3.0
28.029685974121094,60.85643768310547,31.086450576782227,25.79884910583496,30.52227020263672,3.0
30.804983139038086,62.85909652709961,41.324947357177734,27.999515533447266,32.47747802734375,3.0
29.066211700439453,61.71601486206055,36.16895294189453,26.534894943237305,31.517793655395508,3.0
29.008352279663086,61.37834548950195,34.73688888549805,26.293079376220703,31.10577392578125,3.0
28.34437370300293,61.59832000732422,37.56320571899414,25.819067001342773,31.161985397338867,3.0
29.0645751953125,61.9031982421875,38.133785247802734,26.424989700317383,31.506105422973633,3.0
